HF Code,HF Name,Province,District,Palika,Ward,Authority-Level,Authority,Ownership,Facility Level
1080500071,LASUNE BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Terhathum,Laligurans Municipality,7,Local,Government,Local Government,Basic Health Service Center
1111100051,GHODAMARA BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Jhapa,Barhadashi Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1120700081,BASIC HEALTH SERVICE CENTER-1,PATHRI,Koshi Pradesh,Morang,Pathari Shanishchare Municipality,1,Local,Government,Local Government,Basic Health Service Center
1120700091,BASIC HEALTH SERVICE  CENTER-6,MANGALBARE,Koshi Pradesh,Morang,Pathari Shanishchare Municipality,6,Local,Government,Local Government,Basic Health Service Center
1120700101,BASIC HEALTH SERVICE CENTER-7,SHIVA CHOWK,Koshi Pradesh,Morang,Pathari Shanishchare Municipality,7,Local,Government,Local Government,Basic Health Service Center
1110500161,PANCHGACHI HEALTH POST,Koshi Pradesh,Jhapa,Shivasatakshi Municipality,4,Local,Government,Local Government,Basic Health Service Center
1120700111,BASIC HEALTH SERVICE CENTER-3,PIPAL CHOWK,Koshi Pradesh,Morang,Pathari Shanishchare Municipality,3,Local,Government,Local Government,Basic Health Service Center
1070500121,ARUN COMMUNITY HEALTH UNIT - 4,Koshi Pradesh,Dhankuta,Sahidbhumi Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1110100231,BASIC HEALTH CENTRE  MECHINAGAR 5,Koshi Pradesh,Jhapa,Mechinagar Municipality,5,Local,Government,Local Government,Basic Health Service Center
1070700091,COMMUNITY HEALTH UNIT LAPHACHOWK,Koshi Pradesh,Dhankuta,Chaubise Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1111400261,URBAN HEALTH UNIT,Koshi Pradesh,Jhapa,Bhadrapur Municipality,5,Local,Government,,Urban Health Center
1110700211,BASIC HEALTH SERVICE CENTER,DAMAK 8,Koshi Pradesh,Jhapa,Damak Municipality,8,Local,Government,Local Government,Basic Health Service Center
1070700101,COMMUNITY HEALTH UNIT SOKROPA,Koshi Pradesh,Dhankuta,Chaubise Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
1070700111,COMMUNITY HEALTH UNIT FALAMETAR,Koshi Pradesh,Dhankuta,Chaubise Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1110700231,BASIC HEALTH SERVICE CENTER,DAMAK 5,Koshi Pradesh,Jhapa,Damak Municipality,5,Local,Government,Local Government,Basic Health Service Center
1131100071,BASIC HEALTH SERVICE CENTER-4,Koshi Pradesh,Sunsari,Dewangunj Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1110100241,URBAN HEALTH UNIT MAGURGADI,Koshi Pradesh,Jhapa,Mechinagar Municipality,9,Local,Government,,Urban Health Center
1131100081,BASIC HEALTH SERVICE CENTER-6,Koshi Pradesh,Sunsari,Dewangunj Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
1131200061,BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Sunsari,Barju Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1100600081,COMMUNITY HEALTH UNIT,SIMALTAR,Koshi Pradesh,Ilam,Mangsebung Rural Municipality,4,Local,Government,Ministry of Health and Population,Basic Health Service Center
1100600091,BESIC HEALTH CENTER,GAJURMUKHI,Koshi Pradesh,Ilam,Mangsebung Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
1100600101,BESIC HEALTH CENTER,ADIPUR,Koshi Pradesh,Ilam,Mangsebung Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
1080500081,MUSANGKHEL BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Terhathum,Laligurans Municipality,3,Local,Government,Provincial Government,Basic Health Service Center
1100800051,GOLECHOWK BHSC_ILAM,Koshi Pradesh,Ilam,Mai Municipality,1,Local,Government,,Basic Health Service Centre
1080500131,NEWANG BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Terhathum,Laligurans Municipality,1,Local,Government,Local Government,Basic Health Service Center
1100800061,MUSEKHOLA BHSC_ILAM,Koshi Pradesh,Ilam,Mai Municipality,3,Local,Government,,Basic Health Service Centre
1100800071,KATTLETAR BHSC_ILAM,Koshi Pradesh,Ilam,Mai Municipality,4,Local,Government,,Basic Health Service Centre
1080500141,PURUNDIN BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Terhathum,Laligurans Municipality,9,Local,Government,Local Government,Basic Health Service Center
1130600262,APEX HOSPITAL,Koshi Pradesh,Sunsari,Itahari Sub-Metropolitan City,5,,Non-Government,Private Enterprise,General Hospital
1120700121,BASIC HEALTH SERVI  CENTER-10,TRIBANI CHOWK,Koshi Pradesh,Morang,Pathari Shanishchare Municipality,10,Local,Government,Local Government,Basic Health Service Center
1100800101,KHARBANI CHU_ILAM,Koshi Pradesh,Ilam,Mai Municipality,5,Local,Government,,Community Health Unit
1100800111,BIHIBARE CHU_ILAM,Koshi Pradesh,Ilam,Mai Municipality,6,Local,Government,,Basic Health Service Centre
1030700202,SOLU HEALTH CLINIC,Koshi Pradesh,Solukhumbu,Solu Dudhakunda Municipality,6,,Non-Government,Private Enterprise,Poly Clinic
1100800121,KALKATTE BHSC_ILAM,Koshi Pradesh,Ilam,Mai Municipality,8,Local,Government,,Basic Health Service Centre
1100800131,LUMBAK BHSC_ILAM,Koshi Pradesh,Ilam,Mai Municipality,10,Local,Government,,Basic Health Service Centre
1110200112,WOMEN COMMUNITY HOSPITAL BUDHABARE,Koshi Pradesh,Jhapa,Buddhashanti Rural Municipality,3,,Non-Government,Private Enterprise,General Hospital
1110700242,UNIQUE PATHOLOGY CENTER,Koshi Pradesh,Jhapa,Damak Municipality,6,Provincial,Non-Government,,Diagnostic Center (Radiology/Laboratory/X-ray etc.)
1030700212,DHULIKHEL COMMUNITY HOSPITAL,Koshi Pradesh,Solukhumbu,Solu Dudhakunda Municipality,7,,Non-Government,NGO/INGO,Poly Clinic
1110400092,MERIGOLD HOSPITAL SURUNGA.,Koshi Pradesh,Jhapa,Kankai Municipality,3,Local,Non-Government,Local Government,Basic Health Service Center
1111200342,MEDICA HOSPITAL,Koshi Pradesh,Jhapa,Birtamod Municipality,4,,Non-Government,Local Government,General Hospital
1111400291,MATERNAL CHILD HEALTH CLINIC,Koshi Pradesh,Jhapa,Bhadrapur Municipality,8,Local,Government,,District Clinic (Including Institutional)
1110200142,MANAKAMANA POLYCLINIC BUDHABARE,Koshi Pradesh,Jhapa,Buddhashanti Rural Municipality,3,,Non-Government,Private Enterprise,Poly Clinic
1110200152,LIVING HOPE POLYCLINIC,Koshi Pradesh,Jhapa,Buddhashanti Rural Municipality,3,,Non-Government,Private Enterprise,Poly Clinic
1110100252,KAKARVITTA EYE CARE CENTER,Koshi Pradesh,Jhapa,Mechinagar Municipality,6,,Non-Government,Private Enterprise,Clinic (Dental/Eye/Medical????.)
1111200352,JHAPA PLYCLINIC,Koshi Pradesh,Jhapa,Birtamod Municipality,4,,Non-Government,Private Enterprise,Poly Clinic
1100900121,BASIC HEALTH SERVICE CENTER,TINKGUTTE,Koshi Pradesh,Ilam,Suryodaya Municipality,3,Local,Government,Local Government,Basic Health Service Center
1110700252,HIMAL PHARMACY AND CLINIC CENTER,Koshi Pradesh,Jhapa,Damak Municipality,6,,Non-Government,Private Enterprise,Clinic (Dental/Eye/Medical????.)
1110100262,DIVJYOTI EYE AND EAR CARE CENTER,Koshi Pradesh,Jhapa,Mechinagar Municipality,6,,Non-Government,Private Enterprise,Clinic (Dental/Eye/Medical????.)
1100900131,BASICE HEALTH SERVICE CENTER,TARGAUN,Koshi Pradesh,Ilam,Suryodaya Municipality,6,Local,Government,Local Government,Basic Health Service Center
1100900141,BASICE HEALTH SERVICE CENTER,SIDIGAUN,Koshi Pradesh,Ilam,Suryodaya Municipality,8,Local,Government,Local Government,Basic Health Service Center
1100900151,BASIC  HEALTH SERVICE CENTER,SUKEPOKHARI,Koshi Pradesh,Ilam,Suryodaya Municipality,13,Local,Government,Local Government,Basic Health Service Center
1100900161,BASICE HEALTH SERVICE CENTER,RAMPHOK,Koshi Pradesh,Ilam,Suryodaya Municipality,9,Local,Government,Local Government,Basic Health Service Center
1101000071,BHALUJHODA BASIC HEALTH SERVICE CENTRE,Koshi Pradesh,Ilam,Rong Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
1101000081,DHANSAR BASIC HEALTH CENTRE,Koshi Pradesh,Ilam,Rong Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1101000091,BARFALYANG COMMUNITY HEALTH UNIT,Koshi Pradesh,Ilam,Rong Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
1110900051,CHILHARA BASIC HEALTH SERVICE CENTER,Koshi Pradesh,Jhapa,Gauriganj Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
3021200112,NEW SADABAHAR HOSPITAL,Bagmati Pradesh,Sidhupalchowk,Sunkoshi Rural Municipality,7,,Non-Government,Private Enterprise,General Hospital
3020200101,TEMBATHAN CHU,Bagmati Pradesh,Sidhupalchowk,Jugal Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
3020800071,dhansar BHSC,Bagmati Pradesh,Sidhupalchowk,Balephi Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
3020800081,MULABARI BHSC,Bagmati Pradesh,Sidhupalchowk,Balephi Rural Municipality,5,Local,Government,Local Government,Basic Health Service Centre
3020800091,TOPKA BHSC,Bagmati Pradesh,Sidhupalchowk,Balephi Rural Municipality,8,Local,Government,Local Government,Basic Health Service Centre
3021200121,PURANAKOT CHU,Bagmati Pradesh,Sidhupalchowk,Sunkoshi Rural Municipality,3,Local,Government,,Community Health Unit
1090400191,BASIC HEALTH UNIT,NANGLAPA,Koshi Pradesh,Panchthar,Phidim Municipality,7,Local,Government,Local Government,Basic Health Service Center
1090400201,BASIC HEALTH SERVICE CENTER,PHULPA,Koshi Pradesh,Panchthar,Phidim Municipality,14,Local,Government,Local Government,Basic Health Service Center
7080800091,BASIC HEALTH  SERVUCE CENTRE,JAGATPUR,Sudurpashchim Pradesh,Kailali,Janaki Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
3010100081,JHYANKU BHSC,Bagmati Pradesh,Dolakha,Gaurishankar Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
3010100091,JUGU BHSC,Bagmati Pradesh,Dolakha,Gaurishankar Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
3010100101,GURUMPHI CHU,Bagmati Pradesh,Dolakha,Gaurishankar Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
3100600151,GRAMIN AAKHA KENDRA,Bagmati Pradesh,Ramechhap,Khandadevi Rural Municipality,6,Local,Government,Local Government,Eye Treatment Centre
3010100111,TASHINAM CHU,Bagmati Pradesh,Dolakha,Gaurishankar Rural Municipality,9,Local,Government,Local Government,Basic Health Service Center
3010100121,TINEKHU CHU,Bagmati Pradesh,Dolakha,Gaurishankar Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
1060900121,AAMCHOK JANASEWA ASPATAL,Koshi Pradesh,Bhojpur,Aamchowk Rural Municipality,4,Local,Government,Local Government,Basic Hospital (5 to 15 beds)
1090400211,BASIC HEALTH SERVICE CENTRE,TALKHARKA,Koshi Pradesh,Panchthar,Phidim Municipality,2,Local,Government,Local Government,Basic Health Service Center
3040700061,Ratmata community health unit,Bagmati Pradesh,Dhading,Jwalamukhi Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
3040700071,DEURALI community Health Unit,Bagmati Pradesh,Dhading,Jwalamukhi Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
3040700081,AMARAI BASIC HEALTH SERVICE CENTER,Bagmati Pradesh,Dhading,Jwalamukhi Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
4040100111,KHIBANG COMMUNITY HEALTH UNIT,Gandaki Pradesh,Myagdi,Annapurna Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
4040100121,TIKOT COMMUNITY HEALTH UNIT,Gandaki Pradesh,Myagdi,Annapurna Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
4100600081,GEPTANG CHU,URAMPOKHARA,Gandaki Pradesh,Parbat,Bihadi Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
4040600171,URABAN HEALTH CENTRE SINGA,Gandaki Pradesh,Myagdi,Beni Municipality,4,Local,Government,Local Government,Basic Health Service Center
4100200081,OKHARBOT  CHU,Gandaki Pradesh,Parbat,Jaljala Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
4040400101,OKHARBOT CHU,Gandaki Pradesh,Myagdi,Malika Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
4090200061,PHEDIKHOLA AADHARBHUT SWASTHYA SEWA KENDRA,Gandaki Pradesh,Syangja,Phedikhola Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
4100200091,BASIC HEALTH SERVICE CARE UNIT-4,Gandaki Pradesh,Parbat,Jaljala Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
4040200151,BADUK COMMUNITY HEALTH UNIT,Gandaki Pradesh,Myagdi,Raghuganga Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
4020100031,META BASIC HEALTH SERVICE CENTER,Gandaki Pradesh,Manang,Narapabhumi Rural Municipality,2,Local,Government,Local Government,Basic Health Service Centre
4110100311,BAUDECHAUR URBAN HEALTH CENTER,Gandaki Pradesh,Baglung,Baglung Municipality,8,Local,Government,Local Government,Basic Health Service Center
4040200161,RAMMANDIR COMMUNITY HEALTH UNIT,Gandaki Pradesh,Myagdi,Raghuganga Rural Municipality,2,Local,Government,Local Government,Basic Health Service Center
4110100321,URBAN HEALTH CENTER TITEURE,Gandaki Pradesh,Baglung,Baglung Municipality,7,Local,Government,Local Government,Basic Health Service Center
4100200101,BAHUMATI CHU,Gandaki Pradesh,Parbat,Jaljala Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
4090200071,RAPUDADA COMMUNITY HEALTH  UNIT,Gandaki Pradesh,Syangja,Phedikhola Rural Municipality,4,Local,Government,Local Government,Basic Health Service Center
4100200111,LEKHPHANT CHU,Gandaki Pradesh,Parbat,Jaljala Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
4110100331,URABAN HEALTH CENTER,BASKOT,Gandaki Pradesh,Baglung,Baglung Municipality,13,Local,Government,Local Government,Basic Health Service Center
4040200171,PATLEKHET COMMUNITY HEALTH UNIT,Gandaki Pradesh,Myagdi,Raghuganga Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
4100200121,BHOTE DADA CHU,Gandaki Pradesh,Parbat,Jaljala Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
4110100341,URBAN HEALTH CENTER,SARANGI,Gandaki Pradesh,Baglung,Baglung Municipality,12,Local,Government,Local Government,Basic Health Service Center
4100200131,DHAIRING CHU,Gandaki Pradesh,Parbat,Jaljala Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
4110100351,URBAN HEALTH CENTER SIMA,Gandaki Pradesh,Baglung,Baglung Municipality,6,Local,Government,Local Government,Basic Health Service Center
4100200141,NAGLIWANG CHU,Gandaki Pradesh,Parbat,Jaljala Rural Municipality,8,Local,Government,Local Government,Basic Health Service Center
4100300191,PANG UHC,Gandaki Pradesh,Parbat,Kushma Municipality,1,Local,Government,Local Government,Basic Health Service Center
4110100361,BASIC HEALTH CENTER,KHAHARE,Gandaki Pradesh,Baglung,Baglung Municipality,3,Local,Government,Local Government,Basic Health Service Center
4080100121,BASIC HEALTH CENTRE GAIDAKOT 1,Gandaki Pradesh,Nawalpur,Gaidakot Municipality,1,Local,Government,Local Government,Basic Health Service Center
4050300071,JHOBANG COMMUNITY HEALTH UNIT,Gandaki Pradesh,Kaski,Annapurna Rural Municipality,5,Local,Government,Local Government,Basic Health Service Center
4040500081,NAGARIK ARYOGYA KENDRA,Gandaki Pradesh,Myagdi,Mangala Rural Municipality,2,Provincial,Government,Provincial Government,District Ayurveda Health center
4100300201,KHURKOT UHC,Gandaki Pradesh,Parbat,Kushma Municipality,2,Local,Government,Local Government,Basic Health Service Center
4020100041,CHYAKHU BASIC HEALTH SERVECE CENTER,Gandaki Pradesh,Manang,Narapabhumi Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
4110100371,BASIC HEALTH  CARE CENTER,RAMREKHA,Gandaki Pradesh,Baglung,Baglung Municipality,1,Local,Government,Local Government,Basic Health Service Center
4050300081,TOLKA COMMUNITY HEALTH UNIT,Gandaki Pradesh,Kaski,Annapurna Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
4100300211,BASIC HEALTH SEVICE CENTRE 4,Gandaki Pradesh,Parbat,Kushma Municipality,4,Local,Government,Local Government,Basic Health Service Center
4110100381,BASIC HEALTH CARE CENTER,KUNDELE,Gandaki Pradesh,Baglung,Baglung Municipality,4,Local,Government,Local Government,Basic Health Service Center
4100300221,BASIC HEALTH SERVICE CENTRE 6,Gandaki Pradesh,Parbat,Kushma Municipality,6,Local,Government,Local Government,Basic Health Service Center
4050300091,HILE COMMUNITY HEALTH UNIT,Gandaki Pradesh,Kaski,Annapurna Rural Municipality,9,Local,Government,Local Government,Basic Health Service Center
4020100051,KYANG BASIC HEALTH SERVICE CENTER,Gandaki Pradesh,Manang,Narapabhumi Rural Municipality,4,Local,Government,Local Government,Basic Health Service Centre
4050300101,CHHUMURUNG COMMUNITY HEALTH UNIT,Gandaki Pradesh,Kaski,Annapurna Rural Municipality,11,Local,Government,Local Government,Basic Health Service Center
4100300232,MARIE PRAJANNAN CENTRE,Gandaki Pradesh,Parbat,Kushma Municipality,6,,Non-Government,Non Governmental Organizations,Clinic (Dental/Eye/Medical????.)
4030100061,GHILING COMMUNITY HEALTH UNIT,Gandaki Pradesh,Mustang,Lo-ghekar Damodarkunda Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
4090100221,AADHARBHUT SWATHA KENDRA NAGDADA SYANGJA,Gandaki Pradesh,Syangja,Putalibazar Municipality,4,Local,Government,Local Government,Basic Health Service Center
4100300241,BASIC HEALTH SERVICE CENTRE 7,Gandaki Pradesh,Parbat,Kushma Municipality,7,Local,Government,Local Government,Basic Health Service Center
4050200091,MANIDANDA COMMUNITY HEALTH UNIT,Gandaki Pradesh,Kaski,Machhapuchchhre Rural Municipality,6,Local,Government,Local Government,Basic Health Service Center
4110900081,GANDEL COMMUNITY HEALTH UNIT,Gandaki Pradesh,Baglung,Bareng Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
4100300251,PAKUWA UHC,Gandaki Pradesh,Parbat,Kushma Municipality,11,Local,Government,Local Government,Basic Health Service Center
4030200051,SYANG BASIC HEALTH SERVICE CENTRE,Gandaki Pradesh,Mustang,Gharpajhong Rural Municipality,3,Local,Government,Local Government,Basic Health Service Center
4050200101,DHAMPUS COMMUNITY HEALTH UNIT,Gandaki Pradesh,Kaski,Machhapuchchhre Rural Municipality,7,Local,Government,Local Government,Basic Health Service Center
4110900091,LURUNG COMMUNITY HEALTH UNITE,Gandaki Pradesh,Baglung,Bareng Rural Municipality,1,Local,Government,Local Government,Basic Health Service Center
